edad,peso,altura,horas,objetivo,animo,nivel
29,105,196,6,1,4,2
35,58,155,10,3,3,2
30,49,188,4,2,2,1
24,93,195,2,1,3,1
19,111,189,2,1,1,1
54,93,162,4,0,2,0
45,117,176,8,1,4,1
35,75,161,4,1,0,1
49,53,172,7,2,1,1
43,48,192,4,3,4,0
28,62,155,4,2,2,1
31,91,175,6,1,0,2
22,79,181,1,2,3,1
56,83,186,10,2,0,1
17,71,191,1,2,4,0
34,55,182,10,0,1,1
69,118,199,5,3,3,0
33,95,196,4,2,3,1
23,101,195,8,3,4,2
33,102,152,10,2,3,1
17,96,200,10,0,1,1
48,47,160,3,3,3,0
49,79,188,1,0,0,0
49,71,191,2,0,3,0
59,111,176,6,0,0,1
39,104,171,10,1,1,1
31,57,166,8,2,1,2
16,78,178,10,2,1,1
68,45,177,9,0,0,1
20,46,159,6,1,3,2
48,111,185,6,1,4,1
18,58,184,1,1,0,1
67,84,172,10,0,2,1
44,101,182,9,2,3,1
33,96,182,1,3,4,0
50,72,162,5,2,1,0
42,70,165,5,0,1,1
51,95,162,10,0,1,1
41,100,188,7,2,2,1
66,68,188,6,3,3,1
70,109,183,1,3,0,0
46,66,165,7,1,0,2
28,67,167,1,2,1,1
36,72,171,5,3,0,1
55,71,193,2,1,2,0
51,57,196,9,1,4,1
48,81,197,3,0,1,1
15,56,177,1,1,4,0
47,53,180,4,2,3,0
31,97,194,6,0,1,2
16,110,188,8,2,2,1
19,69,194,9,1,0,2
54,99,157,3,1,4,1
38,93,169,1,2,2,0
21,109,189,2,2,3,0
30,119,176,5,3,4,1
20,108,200,6,0,4,2
60,63,171,2,2,1,0
36,96,186,2,3,4,0
31,64,195,7,3,1,1
37,84,173,8,2,0,1
27,71,184,10,3,4,2
68,114,159,10,1,3,1
19,116,164,5,0,2,1
40,117,172,10,1,1,1
16,88,168,10,2,1,1
62,66,197,7,3,2,1
24,79,162,6,2,2,1
22,106,185,4,3,1,1
68,54,186,5,3,3,0
62,52,200,6,1,2,1
25,59,189,7,2,3,1
55,101,178,7,0,4,1
59,49,191,2,1,4,0
69,119,155,7,2,2,1
70,114,191,5,2,2,0
22,47,173,10,3,1,1
70,82,184,8,1,3,2
55,85,181,6,3,2,1
34,119,179,3,2,0,1
41,118,196,4,0,1,0
62,83,154,4,3,0,0
39,56,173,10,2,2,1
59,72,152,4,3,4,0
54,49,175,6,3,1,1
66,93,171,1,2,2,0
17,80,163,10,2,0,1
27,81,156,2,2,2,0
29,108,156,10,0,1,1
39,88,196,9,1,4,2
44,74,182,9,0,0,1
65,114,161,8,1,0,1
27,89,150,6,3,2,1
57,51,159,8,2,4,1
52,50,190,4,0,0,0
34,68,194,7,2,0,1
42,105,179,8,0,1,1
30,61,172,10,1,2,2
20,80,177,5,0,3,1
36,92,153,2,0,2,0
49,93,170,5,2,1,0
17,100,168,8,2,3,1
36,97,159,6,1,0,1
39,65,154,2,2,2,0
60,99,152,10,1,2,1
62,58,195,1,1,1,0
69,50,165,4,1,0,1
50,66,152,9,1,0,1
69,45,180,3,0,4,0
21,118,167,1,3,0,0
64,55,176,7,3,0,1
24,50,196,1,3,2,0
48,49,199,6,3,4,1
22,95,194,10,1,3,2
38,119,199,1,1,2,0
40,98,183,5,1,3,1
39,102,167,8,3,1,1
28,65,193,3,3,2,1
54,71,191,7,3,3,1
41,108,172,4,2,2,0
44,61,156,6,0,2,1
23,108,190,4,1,3,1
37,106,161,9,3,1,1
66,59,153,9,3,1,1
63,67,167,3,3,2,1
34,62,164,10,0,1,2
29,98,161,8,3,0,1
36,98,190,2,3,4,0
62,95,185,6,1,4,1
46,65,181,5,1,2,1
52,116,182,3,3,1,0
26,69,150,1,3,0,0
29,65,166,4,1,2,2
21,105,158,3,3,3,1
66,54,189,1,3,4,0
53,92,175,1,0,0,0
18,90,180,4,2,4,1
33,95,178,1,2,4,0
34,110,157,6,1,0,2
25,118,181,6,2,2,1
43,49,156,4,3,1,1
69,46,179,4,3,2,0
21,57,184,4,3,3,1
31,65,171,2,0,3,1
58,60,188,5,1,3,1
52,99,181,7,1,2,1
33,90,184,6,3,0,2
25,90,197,1,0,3,1
61,93,183,5,3,2,0
28,88,176,7,1,0,2
56,60,165,8,2,0,1
43,84,192,8,1,0,2
46,77,191,8,2,4,1
45,52,193,9,1,2,1
70,58,195,8,3,2,1
34,94,191,3,3,2,1
42,49,170,8,3,3,1
42,105,165,9,1,1,1
41,63,163,10,1,1,2
70,49,179,3,3,2,0
63,55,152,1,0,3,0
34,74,177,5,2,1,1
20,75,197,8,1,1,2
31,71,197,4,0,1,1
18,117,178,5,1,1,1
29,98,171,3,3,2,1
33,67,163,2,2,3,1
68,47,158,10,1,3,1
51,55,165,10,1,4,2
30,53,199,9,3,1,1
19,83,164,7,0,3,1
25,73,194,6,3,4,1
43,67,155,6,1,4,1
15,118,184,10,1,4,1
62,97,197,2,2,1,0
70,75,159,3,1,4,1
42,61,154,4,1,0,1
48,115,153,6,1,2,1
43,62,198,1,1,1,0
44,48,173,2,0,0,0
22,118,191,7,2,2,1
18,87,192,10,2,2,2
60,94,188,3,2,0,1
38,74,170,9,2,1,1
40,86,168,7,3,3,1
17,86,169,6,2,4,1
29,96,155,8,1,4,2
32,111,152,1,0,4,0
20,102,182,1,2,1,0
39,106,154,8,3,3,1
25,83,182,9,3,1,2
17,104,155,2,0,0,0
25,51,186,5,3,4,1
62,59,186,8,3,4,1
47,79,168,2,3,3,0
67,90,184,8,2,0,1
62,88,173,3,1,1,1
53,115,185,3,0,1,0
20,73,156,1,2,4,0
58,108,176,2,2,0,0
39,75,188,10,0,0,1
45,104,162,5,0,1,0
60,64,152,9,1,0,1
70,119,154,7,3,1,1
50,77,174,4,2,4,1
22,88,197,7,1,1,2
46,73,172,3,2,1,1
61,71,176,4,0,4,1
47,99,162,8,3,4,1
50,65,171,5,3,1,1
15,71,173,6,3,3,1
17,88,175,1,0,3,0
34,53,169,1,1,2,1
28,111,175,2,3,3,0
62,87,176,5,2,2,0
26,93,190,7,0,3,2
41,64,174,4,2,2,1
69,83,187,10,2,3,1
49,51,166,6,2,4,1
46,59,180,3,3,4,0
41,99,154,8,3,3,1
37,118,156,7,1,2,1
29,62,166,6,1,3,2
17,94,186,4,3,2,0
32,65,194,8,1,2,2
60,107,198,3,2,0,0
42,115,164,1,0,0,0
29,98,194,3,3,4,1
54,62,184,6,2,1,1
60,120,179,3,1,2,1
55,87,175,3,0,2,0
39,59,150,5,2,2,1
22,112,183,5,3,2,1
38,59,170,7,3,2,1
15,84,161,8,1,3,1
39,104,173,4,3,3,0
17,97,200,7,2,0,1
69,77,193,10,0,4,1
63,56,183,2,3,4,0
54,75,181,8,0,4,1
54,114,181,3,1,0,1
27,56,150,5,2,1,1
22,76,199,9,1,4,2
68,51,157,5,0,3,1
49,79,171,4,0,1,0
30,108,175,3,0,3,1
55,74,160,3,2,2,0
39,60,181,7,2,1,1
69,119,160,2,2,2,0
36,65,150,7,3,4,1
44,49,168,7,0,3,1
41,79,174,2,1,3,1
45,106,189,4,2,2,0
32,67,181,3,0,1,1
23,111,153,8,1,2,2
26,80,188,3,3,4,1
17,74,174,8,3,3,1
65,104,178,1,0,0,0
29,64,152,3,2,3,1
64,94,197,4,1,1,1
30,120,186,7,3,2,1
24,60,188,8,0,0,1
26,57,158,9,0,2,2
54,78,160,1,1,0,0
65,55,185,5,3,2,0
46,89,200,4,1,0,1
44,113,168,10,2,1,1
47,87,188,3,3,2,1
53,84,166,8,1,3,1
65,72,150,6,1,0,1
36,75,179,1,1,3,1
62,81,185,3,2,1,1
39,75,184,2,2,1,0
50,107,174,9,3,2,1
60,74,186,4,3,3,1
65,63,168,8,3,1,1
48,87,190,7,2,2,1
48,117,177,7,3,0,1
51,51,169,3,1,0,1
47,77,176,2,2,3,0
45,69,197,5,0,1,0
40,65,157,10,3,0,1
20,118,153,8,1,2,2
69,95,174,2,0,2,0
64,72,159,7,0,1,1
16,55,153,3,3,0,1
36,117,167,7,0,4,1
52,112,186,7,0,3,1
56,63,193,10,3,4,1
25,60,192,9,2,4,1
28,102,173,5,3,0,1
28,97,194,10,2,1,2
15,119,158,7,1,1,1
33,113,169,7,0,0,1
19,74,195,6,0,3,1
45,51,180,3,1,1,1
51,93,151,1,3,3,0
22,64,196,8,0,3,1
49,66,178,2,2,3,0
21,103,154,7,2,2,1
60,47,154,6,1,1,1
51,104,153,10,1,4,1
23,96,150,5,1,3,1
19,77,168,6,1,3,2
51,62,157,4,2,3,1
54,93,180,5,0,2,0
63,98,180,6,3,3,1
57,54,153,4,1,4,1
63,63,151,10,0,4,1
66,55,193,2,3,2,0
42,58,168,3,0,3,1
40,95,161,2,1,3,0
47,118,177,4,1,2,1
50,66,196,9,3,3,1
34,103,153,6,1,3,2
47,82,168,4,3,2,0
57,93,198,4,0,2,1
64,111,160,7,2,4,1
56,102,194,7,1,0,1
20,61,176,10,0,3,1
30,78,194,4,2,1,1
51,120,182,1,2,1,0
34,68,196,9,1,2,2
27,72,196,5,1,4,1
37,110,159,7,2,3,1
43,94,187,6,0,0,1
62,92,195,4,3,2,1
22,116,194,8,2,3,1
39,85,180,6,2,0,1
65,67,177,5,2,0,1
19,49,163,5,2,3,1
15,105,186,6,3,4,1
16,107,169,1,3,3,0
68,79,194,10,0,3,1
41,81,158,3,3,2,0
39,74,185,2,0,3,0
43,45,186,3,1,0,1
60,108,157,9,2,4,1
25,56,162,8,0,1,2
44,93,176,5,3,3,0
59,94,197,9,1,4,2
40,80,175,1,2,0,0
27,86,198,5,2,0,1
23,79,180,3,3,3,1
63,82,159,2,2,1,0
17,67,172,4,0,3,1
24,91,152,6,0,2,1
55,64,189,7,3,2,1
53,83,164,10,2,3,1
70,97,159,6,1,1,1
22,113,173,3,1,3,1
24,95,150,4,2,4,1
15,59,171,4,3,2,1
33,89,186,8,3,3,2
67,81,163,7,3,0,1
34,118,167,6,2,2,1
63,88,153,8,2,4,1
61,49,160,6,0,3,1
47,119,173,8,0,4,1
47,74,163,8,0,1,1
33,102,158,6,1,1,2
39,113,151,10,2,1,1
29,74,189,7,1,4,2
46,102,176,5,3,1,0
18,70,164,4,2,3,1
36,61,182,1,1,3,0
65,70,186,3,1,4,1
32,45,167,9,0,2,1
36,45,189,1,3,4,0
22,94,159,2,0,3,0
15,66,165,1,2,2,0
59,97,172,4,3,1,0
24,69,177,1,2,2,1
69,57,191,2,1,1,0
60,58,196,1,3,4,0
29,66,161,4,0,2,1
34,100,179,1,3,4,0
51,97,186,2,0,4,0
41,76,177,2,2,4,0
44,82,158,1,2,3,0
49,117,157,6,2,1,1
40,82,182,10,0,4,1
67,48,154,5,3,3,1
32,76,155,6,1,2,2
51,102,199,10,0,3,1
67,50,152,9,1,3,2
25,108,157,7,0,1,1
22,79,156,2,1,4,1
25,87,156,9,0,1,1
34,111,152,7,1,2,2
20,52,165,3,3,3,1
41,106,179,4,2,0,0
32,56,151,6,2,2,2
59,65,168,6,1,1,2
38,73,163,10,2,0,1
16,61,159,3,0,0,1
35,74,177,9,0,2,2
64,103,168,4,3,2,0
56,48,161,10,1,0,1
48,87,153,8,0,3,1
33,77,191,3,0,1,1
65,48,190,5,3,3,0
26,85,153,6,2,3,1
53,74,181,3,3,0,1
26,65,168,3,3,1,1
54,102,168,3,2,4,0
64,93,150,7,0,0,1
27,57,183,1,0,3,0
31,107,197,7,2,2,1
39,48,170,4,1,4,1
15,100,170,6,1,1,1
60,53,163,10,2,0,1
58,95,195,7,1,3,2
27,82,195,5,2,2,1
30,113,154,6,2,3,1
62,114,186,7,2,4,1
43,47,164,2,1,3,0
28,96,165,5,3,0,1
56,107,159,4,1,0,1
70,104,178,9,3,1,1
66,80,152,1,3,2,0
51,47,150,1,0,3,0
20,98,186,2,1,3,1
52,72,178,7,1,2,2
66,92,172,10,3,2,1
18,74,162,8,0,3,1
50,64,189,10,2,4,1
35,116,177,5,0,1,1
30,80,158,3,0,2,1
69,64,188,4,0,4,0
53,116,182,6,2,1,1
26,53,198,3,3,1,1
55,76,183,3,1,3,1
18,102,170,1,1,2,1
44,59,169,5,0,2,1
37,87,200,4,0,2,1
20,56,182,9,2,0,1
31,76,190,5,0,3,1
49,74,160,1,3,1,0
46,90,180,7,3,2,1
21,114,198,8,2,1,1
23,56,168,9,3,0,1
36,54,154,10,1,4,2
15,51,184,10,3,3,1
57,51,193,7,0,4,1
20,54,185,1,2,2,0
45,72,186,4,1,0,1
57,106,158,6,2,0,1
65,97,181,1,2,2,0
50,82,185,7,1,3,2
56,97,158,1,2,1,0
39,63,190,2,3,2,0
41,77,190,2,2,4,0
51,92,160,8,3,4,1
38,91,160,3,0,0,0
30,53,179,5,2,4,1
64,89,175,4,0,0,0
59,87,196,4,0,3,1
35,120,163,8,1,0,2
19,64,170,9,3,4,2
37,65,150,9,1,2,1
18,64,191,5,3,4,1
59,115,181,3,1,4,1
31,97,182,1,2,1,0
61,95,177,3,2,0,0
34,110,151,3,1,2,1
26,96,184,8,3,4,1
59,95,190,1,0,1,0
29,77,171,10,2,2,2
42,102,195,9,3,1,1
63,72,168,5,1,0,1
55,63,178,1,3,1,0
56,46,171,10,2,2,1
25,70,165,7,2,2,2
16,107,192,5,0,1,0
70,50,156,3,1,2,1
54,63,192,1,2,3,0
29,57,164,3,1,3,2
67,73,183,6,2,0,1
35,69,166,6,1,4,2
31,45,174,1,0,2,0
45,100,161,7,2,4,1
30,97,193,10,2,3,2
42,82,151,5,1,2,1
16,118,189,2,3,4,0
52,100,171,7,1,0,1
69,92,161,6,2,1,1
61,116,197,9,1,0,1
28,70,158,9,2,4,1
65,67,169,5,3,0,1
36,66,156,3,0,0,0
51,95,200,4,2,1,1
19,98,159,10,0,3,1
67,101,192,2,3,3,0
23,73,191,8,0,0,2
52,45,199,10,2,2,1
32,70,150,10,3,1,1
45,97,163,1,2,1,0
70,112,151,5,0,3,0
47,63,186,9,0,3,1
39,115,155,10,0,1,1
38,68,164,8,2,0,1
51,60,159,5,2,1,1
46,45,152,8,1,4,1
17,65,171,8,2,4,1
42,112,185,6,1,1,1
63,49,172,2,2,0,0
19,78,193,9,0,2,2
15,71,196,5,2,4,0
53,57,177,9,0,4,1
61,102,153,7,2,4,1
70,68,165,2,1,2,1
22,107,160,10,3,2,1
32,50,181,2,2,0,0
41,60,156,2,3,0,0
45,116,188,6,2,0,1
48,46,161,3,1,2,1
33,58,193,6,0,2,1
16,99,193,10,2,4,1
51,63,194,5,0,4,0
42,49,186,8,3,3,1
63,75,155,5,2,0,0
32,66,150,10,3,0,1
29,47,156,10,1,4,2
35,60,157,10,1,3,2
58,65,162,7,2,0,1
24,100,169,4,3,1,1
17,91,152,3,1,0,1
61,58,192,10,3,0,1
37,75,162,6,2,0,1
48,116,156,10,2,0,1
44,112,180,7,2,2,1
19,102,151,1,0,0,0
39,81,159,6,2,3,1
64,48,174,3,0,4,0
60,81,199,9,1,3,2
65,84,173,8,2,4,1
25,60,161,1,0,3,1
68,56,185,6,0,4,1
53,48,190,8,1,2,1
23,87,168,7,0,2,1
41,66,191,5,0,3,0
33,49,175,8,0,4,1
36,96,170,9,0,3,1
21,63,162,5,1,0,2
23,98,185,2,0,4,0
33,74,161,4,2,4,1
30,83,177,9,1,4,2
32,46,199,9,2,3,1
61,117,167,4,2,0,0
40,65,194,5,3,0,0
25,67,197,7,0,2,1
16,108,155,7,1,4,1
51,74,176,6,1,2,2
54,95,195,8,1,1,2
68,75,198,6,1,4,1
33,52,200,10,1,1,2
27,83,181,2,1,3,1
36,106,199,3,1,3,1
16,80,185,2,3,2,0
28,113,189,3,3,2,1
43,106,199,1,3,2,0
67,73,173,1,0,0,0
51,81,158,8,2,0,1
28,88,183,5,3,1,1
47,74,185,7,0,3,1
31,80,174,3,3,4,1
26,59,197,5,0,4,1
20,69,191,2,1,2,1
24,100,176,8,1,0,2
26,114,156,10,1,2,2
33,77,197,2,0,2,0
31,70,179,5,0,4,1
54,77,173,1,0,0,0
54,98,155,1,0,1,0
44,68,169,5,1,0,1
18,66,192,10,0,0,1
53,63,186,7,3,4,1
32,52,193,3,3,4,1
24,71,192,5,1,3,1
17,106,150,7,0,3,1
57,93,183,9,1,0,1
41,105,162,3,1,1,1
26,118,192,8,3,0,1
22,119,183,4,0,2,1
59,110,185,2,3,4,0
60,109,197,4,1,3,1
23,46,197,3,0,1,1
62,62,171,8,2,3,1
48,95,197,5,1,2,1
37,72,200,9,0,1,1
62,66,177,2,0,3,0
59,52,173,5,1,2,1
19,56,169,5,3,2,1
57,90,164,10,3,1,1
15,119,159,5,2,2,0
27,101,181,5,0,1,1
22,65,199,4,0,3,1
67,50,177,2,3,3,0
50,83,174,8,1,2,1
23,80,177,7,1,4,2
51,64,166,5,0,0,1
65,82,175,6,0,3,1
30,91,181,7,3,3,1
15,65,191,8,3,0,1
62,59,182,3,0,4,0
26,96,183,10,0,0,1
55,66,163,8,0,2,1
20,106,182,4,2,4,1
16,65,173,6,1,3,2
50,72,183,1,1,1,1
47,118,177,7,1,1,1
61,50,162,7,3,2,1
49,69,193,6,2,0,1
69,118,178,3,3,0,0
67,74,186,4,2,1,1
37,56,163,6,0,0,1
29,86,179,10,2,0,2
67,53,194,9,2,0,1
38,89,195,8,3,0,1
68,45,158,3,1,3,1
69,75,174,7,3,4,1
57,95,188,6,0,3,1
17,89,153,5,0,0,0
40,105,157,7,3,4,1
16,111,156,1,3,4,0
17,73,172,1,0,1,0
29,47,179,9,2,0,1
31,56,197,1,3,3,0
21,72,159,10,0,4,1
54,56,188,6,0,3,1
19,113,160,2,1,4,1
49,46,172,3,0,2,0
58,75,165,1,0,1,0
42,72,199,9,2,2,1
41,48,158,7,1,2,1
67,62,187,4,2,3,0
22,104,172,5,0,3,1
52,49,172,1,1,2,0
29,70,200,1,2,2,0
19,93,192,9,1,1,2
24,86,177,9,0,4,1
35,104,173,5,3,1,1
54,95,154,7,1,0,1
48,78,155,10,1,2,1
28,111,179,1,0,0,0
50,73,161,3,3,3,0
36,113,195,4,3,4,0
20,65,180,7,2,2,2
48,53,195,5,0,3,0
47,78,197,10,0,1,1
26,89,182,9,1,1,2
42,75,199,5,0,0,0
35,72,189,5,2,3,1
43,73,166,7,3,2,1
42,53,191,10,3,1,1
32,80,199,9,3,2,2
35,79,169,8,2,2,1
24,84,177,10,3,0,2
57,48,176,1,2,4,0
46,78,183,8,1,0,2
63,90,186,2,0,0,0
45,53,157,10,3,2,1
18,54,159,3,0,2,1
40,76,166,8,0,3,1
